Species,col_mpa,col_2bp,Group,Color
Mesocricetibacter_sp905373425,9.19E-05,0,s9_14,(WMS)MPA only
Mitsuokella_sp000469545,0,4.69E-05,s9_14,(WMS)2bRAD-M only
Mogibacterium_diversum,0.000887938,0.001140727,s9_14,shared
Mogibacterium_pumilum,0,0.000218938,s9_14,(WMS)2bRAD-M only
Mogibacterium_timidum,0.005669331,0.006944685,s9_14,shared
Mycobacterium_tuberculosis,0,1.94E-05,s9_14,(WMS)2bRAD-M only
Nanogingivalis_gingivitcus,0.003620114,0,s9_14,(WMS)MPA only
Nanogingivalis_sp015257795,2.64E-05,0,s9_14,(WMS)MPA only
Nanogingivalis_sp900555945,0.001131659,0,s9_14,(WMS)MPA only
Neisseria_cinerea,0.001619214,0.00146335,s9_14,shared
Neisseria_elongata,0.001162518,0.001563021,s9_14,shared
Neisseria_flavescens_A,0,0.000675034,s9_14,(WMS)2bRAD-M only
Neisseria_flavescens_B,0,0.002083452,s9_14,(WMS)2bRAD-M only
Neisseria_flavescens_C,0,0.00173911,s9_14,(WMS)2bRAD-M only
Neisseria_meningitidis,0,0.000118259,s9_14,(WMS)2bRAD-M only
Neisseria_mucosa,0.0058992,0.001629932,s9_14,shared
Neisseria_mucosa_A,0,0.002257523,s9_14,(WMS)2bRAD-M only
Neisseria_perflava,0,0.001147872,s9_14,(WMS)2bRAD-M only
Neisseria_sicca_A,0,0.000243438,s9_14,(WMS)2bRAD-M only
Neisseria_sicca_B,0.006184254,0.006679836,s9_14,shared
Neisseria_sicca_C,0,0.003229516,s9_14,(WMS)2bRAD-M only
Neisseria_sicca_D,0,0.001505971,s9_14,(WMS)2bRAD-M only
Neisseria_sp000090875,0.01090224,0.007461448,s9_14,shared
Neisseria_sp000186165,0,0.010011095,s9_14,(WMS)2bRAD-M only
Neisseria_sp000227275,0,0.000779733,s9_14,(WMS)2bRAD-M only
Neisseria_sp002237445,0.000172655,0.000392912,s9_14,shared
Neisseria_subflava,0,0.004059028,s9_14,(WMS)2bRAD-M only
Neisseria_subflava_A,0,0.0181885,s9_14,(WMS)2bRAD-M only
Neisseria_subflava_B,0,0.001228271,s9_14,(WMS)2bRAD-M only
Neisseria_subflava_C,0.045230426,0.004880415,s9_14,shared
Olsenella_F_sp001189515,0.000172542,0,s9_14,(WMS)MPA only
Olsenella_I_phocaeensis,0.000461764,0,s9_14,(WMS)MPA only
Olsenella_phocaeensis,0,0.000644433,s9_14,(WMS)2bRAD-M only
Olsenella_sp001189515,0,0.000227753,s9_14,(WMS)2bRAD-M only
Olsenella_uli,0,0.000272176,s9_14,(WMS)2bRAD-M only
Oribacterium_asaccharolyticum,0.000835004,0.001249784,s9_14,shared
Oribacterium_parvum,0,0.000328309,s9_14,(WMS)2bRAD-M only
Oribacterium_sinus,0.00629992,0.004956286,s9_14,shared
Oribacterium_sp000160135,0.000533393,0.000649777,s9_14,shared
Oribacterium_sp013394775,0,0.000212915,s9_14,(WMS)2bRAD-M only
Oribacterium_sp015258095,0.001836468,0,s9_14,(WMS)MPA only
Ottowia_sp001262075,0.001089312,0.001114009,s9_14,shared
Parvimonas_micra,0.003951571,0.003830266,s9_14,shared
Pauljensenia_hongkongensis,0,0.000172991,s9_14,(WMS)2bRAD-M only
Pauljensenia_odontolytica_A,0,0.000114952,s9_14,(WMS)2bRAD-M only
Pauljensenia_odontolytica_B,0,0.000123278,s9_14,(WMS)2bRAD-M only
Pauljensenia_odontolytica_C,0,0.000241482,s9_14,(WMS)2bRAD-M only
Pauljensenia_sp000185285,0,0.000130823,s9_14,(WMS)2bRAD-M only
Pauljensenia_sp000278725,0.000441041,0.000535534,s9_14,shared
Pauljensenia_sp000308055,1.28E-05,0.00029777,s9_14,shared
Pauljensenia_sp000411415,5.81E-05,0.000229782,s9_14,shared
Pauljensenia_sp001064145,0,9.59E-05,s9_14,(WMS)2bRAD-M only
Pauljensenia_sp001838165,0,0.000174076,s9_14,(WMS)2bRAD-M only
Pauljensenia_sp900556405,0,0.000166982,s9_14,(WMS)2bRAD-M only
Peptidiphaga_gingivicola,0.000276045,0.00023487,s9_14,shared
Peptidiphaga_sp000466165,0.000887149,0.001844156,s9_14,shared
Peptoanaerobacter_margaretiae,0,0.001006351,s9_14,(WMS)2bRAD-M only
Peptoanaerobacter_stomatis,0.000287194,0.001724527,s9_14,shared
Peptostreptococcus_stomatis,0.001743552,0.001819376,s9_14,shared
Phocaeicola_abscessus,0.000846266,0.001288919,s9_14,shared
Porphyromonas_catoniae,0.001518414,0.002038142,s9_14,shared
Porphyromonas_endodontalis,0.090447,0.057747307,s9_14,shared
Porphyromonas_gingivalis,0,0.000314294,s9_14,(WMS)2bRAD-M only
Porphyromonas_pasteri,0.005432143,0.005104401,s9_14,shared
Porphyromonas_sp000467855,0.000135713,0.000309117,s9_14,shared
Prevotella_aurantiaca,0,0.000245007,s9_14,(WMS)2bRAD-M only
Prevotella_baroniae,0.011401958,0.0121942,s9_14,shared
Prevotella_bivia,0,0.00104733,s9_14,(WMS)2bRAD-M only
Prevotella_buccae,0.002577993,0.003642629,s9_14,shared
Prevotella_conceptionensis,0.001271314,0.001979121,s9_14,shared
Prevotella_denticola,0.005027705,0.00722439,s9_14,shared
Prevotella_enoeca,0.000595337,0.001191638,s9_14,shared
Prevotella_falsenii,0,0.000163081,s9_14,(WMS)2bRAD-M only
Prevotella_fusca,0,0.00029066,s9_14,(WMS)2bRAD-M only
Prevotella_histicola,0.009251041,0.008237604,s9_14,shared
Prevotella_intermedia,0.047174113,0.059251548,s9_14,shared
Prevotella_jejuni,0.00354871,0.005047302,s9_14,shared
Prevotella_koreensis,0.020308591,0.01633329,s9_14,shared
Prevotella_loescheii,0.002200473,0.002239355,s9_14,shared
Prevotella_maculosa,0.002137065,0.001865406,s9_14,shared
Prevotella_marshii,0.001337425,0.00130245,s9_14,shared
Prevotella_melaninogenica,0.040353301,0.033460355,s9_14,shared
Prevotella_melaninogenica_A,0,0.006421328,s9_14,(WMS)2bRAD-M only
Prevotella_micans,0.000573601,0.000740345,s9_14,shared
Prevotella_multiformis,0.007945038,0.007714011,s9_14,shared
Prevotella_multisaccharivorax,9.24E-05,0.000351716,s9_14,shared
Prevotella_nanceiensis,0.009279648,0.00582409,s9_14,shared
Prevotella_nigrescens,0.038944809,0.043729534,s9_14,shared
Prevotella_oralis,0.001745917,0.002039871,s9_14,shared
Prevotella_oris,0.009918683,0.010604418,s9_14,shared
Prevotella_oulorum,0.003655929,0.003504836,s9_14,shared
Prevotella_pallens,0.008459285,0.008864283,s9_14,shared
Prevotella_pleuritidis,0.027522578,0.030074914,s9_14,shared
Prevotella_saccharolytica,0,0.000223873,s9_14,(WMS)2bRAD-M only
Prevotella_salivae,0.002136727,0.002450087,s9_14,shared
Prevotella_scopos,0,0.001355292,s9_14,(WMS)2bRAD-M only
Prevotella_seregens,0.000504449,0.000810118,s9_14,shared
Prevotella_shahii,0,0.000352053,s9_14,(WMS)2bRAD-M only
Prevotella_sp000163055,0,0.000629275,s9_14,(WMS)2bRAD-M only
Prevotella_sp000257925,0.00319608,0.002953915,s9_14,shared
Prevotella_sp000467895,0.017409841,0.011961645,s9_14,shared
Prevotella_sp000599605,0,0.000308951,s9_14,(WMS)2bRAD-M only
Prevotella_sp003043925,0,0.000154378,s9_14,(WMS)2bRAD-M only
Prevotella_sp003043945,5.92E-05,0.000453412,s9_14,shared
Prevotella_sp003932845,0,7.95E-05,s9_14,(WMS)2bRAD-M only
Prevotella_sp013333285,0.000527537,0.000750985,s9_14,shared
Prevotella_sp013333935,0.004211622,0.003428445,s9_14,shared
Prevotella_sp015256945,0.000167136,0,s9_14,(WMS)MPA only
Prevotella_sp018127805,0.000599617,0,s9_14,(WMS)MPA only
Prevotella_sp900113305,0,5.97E-05,s9_14,(WMS)2bRAD-M only
Prevotella_sp905372445,0.0036744,0,s9_14,(WMS)MPA only
Prevotella_veroralis,0.000623381,0.00192357,s9_14,shared
Pseudoramibacter_alactolyticus,0.000141119,0.000265244,s9_14,shared
Puccinia_triticina,0,2.46E-05,s9_14,(WMS)2bRAD-M only
Ralstonia_mannitolilytica,0,3.76E-05,s9_14,(WMS)2bRAD-M only
Ralstonia_pickettii,0,3.35E-05,s9_14,(WMS)2bRAD-M only
Ralstonia_sp000620465,0,0.000178955,s9_14,(WMS)2bRAD-M only
Rodentibacter_sp901420285,0,0.000270275,s9_14,(WMS)2bRAD-M only
Rothia_aeria,0.00118189,0.001859143,s9_14,shared
Rothia_dentocariosa,0.00018617,0.000833846,s9_14,shared
Rothia_mucilaginosa,0.005958103,0.004482697,s9_14,shared
Rothia_mucilaginosa_A,0.000795585,0.001667486,s9_14,shared
Rothia_mucilaginosa_B,0,0.0029925,s9_14,(WMS)2bRAD-M only
Rothia_sp001808955,0,0.001834993,s9_14,(WMS)2bRAD-M only
Saccharimonas_sp010202265,5.82E-05,0.000430511,s9_14,shared
Saccharimonas_sp013333625,0,0.000378161,s9_14,(WMS)2bRAD-M only
Saccharimonas_sp013333675,0,0.000500328,s9_14,(WMS)2bRAD-M only
Saccharimonas_sp013333795,0,0.000620785,s9_14,(WMS)2bRAD-M only
Saccharimonas_sp013333845,0,0.000470956,s9_14,(WMS)2bRAD-M only
Saccharimonas_sp015257605,0.001620227,0,s9_14,(WMS)MPA only
Saccharimonas_sp905371715,0.000604347,0,s9_14,(WMS)MPA only
Scardovia_wiggsiae,0.000847393,0.001034286,s9_14,shared
SDRK01_sp007845205,0.000248226,0,s9_14,(WMS)MPA only
SDRW01_sp007845485,6.42E-06,0,s9_14,(WMS)MPA only
Selenomonas_sputigena,0.002367721,0.001981499,s9_14,shared
Shuttleworthia_satelles,0.001309044,0.001247765,s9_14,shared
Simonsiella_muelleri,9.46E-06,0.000145208,s9_14,shared
Slackia_exigua,0,0.000192482,s9_14,(WMS)2bRAD-M only
Stomatobaculum_longum,0.000201712,0.000334808,s9_14,shared
Streptococcus_anginosus,0.001684536,0.00212847,s9_14,shared
Streptococcus_anginosus_C,0,0.0019557,s9_14,(WMS)2bRAD-M only
Streptococcus_cristatus,0.000898975,0.001626228,s9_14,shared
Streptococcus_gordonii,0.000641964,0.001744378,s9_14,shared
Streptococcus_infantis,0.003555242,0,s9_14,(WMS)MPA only
Streptococcus_infantis_B,0,0.001629292,s9_14,(WMS)2bRAD-M only
Streptococcus_koreensis,0,0.000863726,s9_14,(WMS)2bRAD-M only
Streptococcus_oralis_S,0.004766865,0,s9_14,(WMS)MPA only
Streptococcus_parasanguinis,0,0.006071529,s9_14,(WMS)2bRAD-M only
Streptococcus_parasanguinis_B,0.008034575,0.006781737,s9_14,shared
Streptococcus_pneumoniae,0,0.003650592,s9_14,(WMS)2bRAD-M only
Streptococcus_salivarius,0.020953258,0.028538897,s9_14,shared
Streptococcus_sanguinis,0.023945712,0.029258314,s9_14,shared
Streptococcus_sanguinis_H,0,0.002729064,s9_14,(WMS)2bRAD-M only
Streptococcus_sinensis,0.002640838,0.002416746,s9_14,shared
Streptococcus_sp001587175,0,0.001936649,s9_14,(WMS)2bRAD-M only
Streptococcus_symci,0.012610428,0,s9_14,(WMS)MPA only
Streptococcus_xiaochunlingii,0.001253294,0,s9_14,(WMS)MPA only
Tannerella_forsythia,0.016342379,0.019626966,s9_14,shared
Tannerella_sp002890585,0.001114202,0.001409006,s9_14,shared
Tannerella_sp003033925,0.0008653,0.00118944,s9_14,shared
Treponema_B_denticola,0.004831062,0.007798925,s9_14,shared
Treponema_B_denticola_A,0,0.004056717,s9_14,(WMS)2bRAD-M only
Treponema_B_putidum,0,0.000347804,s9_14,(WMS)2bRAD-M only
Treponema_C_lecithinolyticum,0.001362541,0.001435609,s9_14,shared
Treponema_C_maltophilum,0.000502759,0.000438063,s9_14,shared
Treponema_D_buccale,0.00023336,0.000362886,s9_14,shared
Treponema_D_paredis,0,0.000166105,s9_14,(WMS)2bRAD-M only
Treponema_D_socranskii,0,0.000528744,s9_14,(WMS)2bRAD-M only
Treponema_D_sp014334325,0,0.000291181,s9_14,(WMS)2bRAD-M only
Treponema_D_sp014334335,9.58E-05,0.000255877,s9_14,shared
Treponema_D_sp905372235,0.003976911,0,s9_14,(WMS)MPA only
Treponema_medium,0,0.001233981,s9_14,(WMS)2bRAD-M only
Treponema_sp000775995,0,0.001040773,s9_14,(WMS)2bRAD-M only
Treponema_sp010365865,0,0.001202108,s9_14,(WMS)2bRAD-M only
Treponema_sp905373565,0.001759207,0,s9_14,(WMS)MPA only
Treponema_vincentii,0.000203627,0.001306508,s9_14,shared
UBA1103_sp004138455,0,0.001419744,s9_14,(WMS)2bRAD-M only
UBA1103_sp013333515,0,0.001331864,s9_14,(WMS)2bRAD-M only
UBA4285_sp900542465,0.000339002,0.000318816,s9_14,shared
UMGS1907_sp004151455,0,0.001688081,s9_14,(WMS)2bRAD-M only
UMGS1907_sp900555945,0,0.000931177,s9_14,(WMS)2bRAD-M only
Veillonella_atypica,0.007921049,0.008456064,s9_14,shared
Veillonella_dispar,0,0.003005578,s9_14,(WMS)2bRAD-M only
Veillonella_dispar_A,0,0.00653438,s9_14,(WMS)2bRAD-M only
Veillonella_infantium,0,0.002038517,s9_14,(WMS)2bRAD-M only
Veillonella_nakazawae,0.014417726,0,s9_14,(WMS)MPA only
Veillonella_parvula_A,0.003705259,0.005449458,s9_14,shared
Veillonella_rogosae,0.002500844,0.003020704,s9_14,shared
Veillonella_sp003463825,0,0.004224558,s9_14,(WMS)2bRAD-M only
Veillonella_sp900538355,0,0.001093187,s9_14,(WMS)2bRAD-M only
Veillonella_sp900545205,0,0.007350731,s9_14,(WMS)2bRAD-M only
Veillonella_sp900549845,0,0.002719686,s9_14,(WMS)2bRAD-M only
Veillonella_sp900757715,0,0.000659593,s9_14,(WMS)2bRAD-M only
Veillonella_tobetsuensis,0.000357135,0.000969098,s9_14,shared
W11650_sp002999035,0.000241806,0.000860181,s9_14,shared
Actinomyces_dentalis,0,0.000206123,s9_2,(WMS)2bRAD-M only
Actinomyces_gerencseriae,0,6.11E-05,s9_2,(WMS)2bRAD-M only
Actinomyces_graevenitzii,0.000172613,0.000303315,s9_2,shared
Actinomyces_johnsonii,0,9.93E-05,s9_2,(WMS)2bRAD-M only
Actinomyces_massiliensis,0,0.000220226,s9_2,(WMS)2bRAD-M only
Actinomyces_naeslundii,0,0.00043321,s9_2,(WMS)2bRAD-M only
Actinomyces_oris,0,0.000309642,s9_2,(WMS)2bRAD-M only
Actinomyces_oris_B,0,0.000189129,s9_2,(WMS)2bRAD-M only
Actinomyces_oris_E,0,0.000134555,s9_2,(WMS)2bRAD-M only
Actinomyces_sp900323545,0,0.000148369,s9_2,(WMS)2bRAD-M only
Aggregatibacter_aphrophilus,0,0.0005181,s9_2,(WMS)2bRAD-M only
Aggregatibacter_segnis,0.004156808,0.003874806,s9_2,shared
Aggregatibacter_segnis_A,0,0.002039557,s9_2,(WMS)2bRAD-M only
Aggregatibacter_sp000466335,0.005584498,0.002375275,s9_2,shared
Allisonella_pneumosintes,0.001034474,0.001463755,s9_2,shared
Alloprevotella_rava,0.000210655,0.000443675,s9_2,shared
Alloprevotella_sp000318095,0.000303903,0,s9_2,(WMS)MPA only
Alloprevotella_sp003639005,0.000892798,0,s9_2,(WMS)MPA only
Alloprevotella_sp015257125,0.002319504,0,s9_2,(WMS)MPA only
Alloprevotella_sp900095835,0.002471237,0,s9_2,(WMS)MPA only
Alloprevotella_sp905371275,0.025171837,0,s9_2,(WMS)MPA only
Alloprevotella_tannerae,0.011680166,0.01152998,s9_2,shared
Anaeroglobus_geminatus,0.000227272,0.00052305,s9_2,shared
Arachnia_propionica,0,0.000522949,s9_2,(WMS)2bRAD-M only
Arachnia_sp013333735,0,0.000489854,s9_2,(WMS)2bRAD-M only
Arachnia_sp013333945,0.001226108,0.00083149,s9_2,shared
Arachnia_sp900607225,0,9.67E-05,s9_2,(WMS)2bRAD-M only
Bacillus_A_bombysepticus,0,0.000624079,s9_2,(WMS)2bRAD-M only
Bacillus_A_cereus,0,0.005491598,s9_2,(WMS)2bRAD-M only
Bacteroides_D_periocalifornicus,0,0.000704797,s9_2,(WMS)2bRAD-M only
Bacteroides_D_sp013333835,0.000382394,0,s9_2,(WMS)MPA only
Bergeyella_A_cardium,0.000706302,0.001041691,s9_2,shared
Bulleidia_extructa,0.00017141,0.000873948,s9_2,shared
Bulleidia_moorei,0,0.000790185,s9_2,(WMS)2bRAD-M only
Bulleidia_sp015256455,0.000229458,0,s9_2,(WMS)MPA only
CAJPNX01_sp905372165,7.02E-05,0,s9_2,(WMS)MPA only
CAJPPJ01_sp905372515,0.000305871,0,s9_2,(WMS)MPA only
Campylobacter_A_concisus_T,0.000918816,0,s9_2,(WMS)MPA only
Campylobacter_A_rectus,0.021837645,0.015407535,s9_2,shared
Campylobacter_A_showae,0,0.000404275,s9_2,(WMS)2bRAD-M only
Campylobacter_A_showae_A,0,0.0005977,s9_2,(WMS)2bRAD-M only
Campylobacter_A_showae_B,0,0.000432132,s9_2,(WMS)2bRAD-M only
Campylobacter_A_showae_D,0,0.000661355,s9_2,(WMS)2bRAD-M only
Campylobacter_A_sp014253065,0,0.000471654,s9_2,(WMS)2bRAD-M only
Campylobacter_B_gracilis,0.000353643,0.00018456,s9_2,shared
Campylobacter_B_sp900539505,0,0.000242565,s9_2,(WMS)2bRAD-M only
Capnocytophaga_gingivalis,0.000243123,0.000322689,s9_2,shared
Capnocytophaga_leadbetteri,0.000290567,0.00077042,s9_2,shared
Capnocytophaga_ochracea,0.000487776,0.001236161,s9_2,shared
Capnocytophaga_sp000318275,0,0.000250185,s9_2,(WMS)2bRAD-M only
Capnocytophaga_sp905372595,0.000288927,0,s9_2,(WMS)MPA only
Capnocytophaga_sputigena,0.000145721,0.001916034,s9_2,shared
Cardiobacterium_hominis,0.001235947,0.002173697,s9_2,shared
Cardiobacterium_valvarum,0,0.000144904,s9_2,(WMS)2bRAD-M only
Catonella_morbi,0.000150531,0.000490776,s9_2,shared
Centipeda_artemidis,0,6.40E-05,s9_2,(WMS)2bRAD-M only
Centipeda_felix,0,0.000107014,s9_2,(WMS)2bRAD-M only
Centipeda_infelix,0,0.000142264,s9_2,(WMS)2bRAD-M only
Centipeda_noxia,1.19E-05,0.000529442,s9_2,shared
Centipeda_periodontii,0,9.71E-05,s9_2,(WMS)2bRAD-M only
Centipeda_sp001683335,0,0.000144039,s9_2,(WMS)2bRAD-M only
Centipeda_sp001717585,0,7.50E-05,s9_2,(WMS)2bRAD-M only
Corynebacterium_durum,0,0.000372771,s9_2,(WMS)2bRAD-M only
Corynebacterium_matruchotii,0.00060737,0.000802801,s9_2,shared
Cutibacterium_acnes,0.001339143,0.00239859,s9_2,shared
Cutibacterium_granulosum,0,8.02E-05,s9_2,(WMS)2bRAD-M only
Desulfobulbus_oralis,0.002464897,0.002420931,s9_2,shared
Dialister_invisus,0.002730976,0.004061808,s9_2,shared
Eikenella_corrodens,0,0.000996074,s9_2,(WMS)2bRAD-M only
Eikenella_exigua,0,0.000375697,s9_2,(WMS)2bRAD-M only
Eikenella_halliae,0,0.000297142,s9_2,(WMS)2bRAD-M only
Eubacterium_A_nodatum,0,0.00601532,s9_2,(WMS)2bRAD-M only
Eubacterium_B_infirmum,0.000182123,0.000826515,s9_2,shared
Eubacterium_B_sulci,8.97E-05,0,s9_2,(WMS)MPA only
Eubacterium_M_brachy,0.00236826,0.002768406,s9_2,shared
Eubacterium_N_saphenum,0.015145539,0.012651762,s9_2,shared
F0040_sp000318095,0,0.001469696,s9_2,(WMS)2bRAD-M only
F0040_sp003639005,0,0.00108928,s9_2,(WMS)2bRAD-M only
F0040_sp900095835,0,0.003195415,s9_2,(WMS)2bRAD-M only
F0058_sp000163695,0.003171855,0.002667416,s9_2,shared
F0058_sp905372605,0.000159713,0,s9_2,(WMS)MPA only
F0422_sp001553345,0,0.002311107,s9_2,(WMS)2bRAD-M only
F0422_sp003992015,0,0.0014964,s9_2,(WMS)2bRAD-M only
Filifactor_alocis,0.02676077,0.019107576,s9_2,shared
Flexilinea_sp001717545,0.000609993,0.00079361,s9_2,shared
Fretibacterium_fastidiosum,0.004797301,0.005304776,s9_2,shared
Fretibacterium_sp003860125,0,0.000436408,s9_2,(WMS)2bRAD-M only
Fusobacterium_animalis,0.004600092,0,s9_2,(WMS)MPA only
Fusobacterium_hwasookii,0.001205994,0,s9_2,(WMS)MPA only
Fusobacterium_nucleatum,0.002825427,0,s9_2,(WMS)MPA only
Fusobacterium_nucleatum_J,0.044461722,0.030738858,s9_2,shared
Fusobacterium_polymorphum,0.002209203,0,s9_2,(WMS)MPA only
Fusobacterium_pseudoperiodonticum,0.017314076,0.017673891,s9_2,shared
Fusobacterium_vincentii,0.029380243,0.031492004,s9_2,shared
Gemella_morbillorum,0.000192181,0,s9_2,(WMS)MPA only
Gemella_sanguinis,0.003360975,0.003470516,s9_2,shared
GN02-872_sp003260325,0.001025073,0,s9_2,(WMS)MPA only
GN02-873_sp003260345,0.000866015,0.001038959,s9_2,shared
Granulicatella_elegans,0.001346576,0.00122478,s9_2,shared
Granulicatella_sp001058355,0.000460118,0.00101241,s9_2,shared
Haemophilus_A_parahaemolyticus,0,0.000635511,s9_2,(WMS)2bRAD-M only
Haemophilus_A_sputorum,0.018488695,0.019781319,s9_2,shared
Haemophilus_D_parainfluenzae,0.067602653,0.014826856,s9_2,shared
Haemophilus_D_parainfluenzae_A,0,0.002305414,s9_2,(WMS)2bRAD-M only
Haemophilus_D_parainfluenzae_J,0,0.001583586,s9_2,(WMS)2bRAD-M only
Haemophilus_D_parainfluenzae_K,0,0.011771664,s9_2,(WMS)2bRAD-M only
Haemophilus_D_parainfluenzae_L,0,0.00399743,s9_2,(WMS)2bRAD-M only
Haemophilus_D_parainfluenzae_M,0,0.008704168,s9_2,(WMS)2bRAD-M only
Haemophilus_D_parainfluenzae_N,0,0.00432207,s9_2,(WMS)2bRAD-M only
Haemophilus_D_sp001679485,0,0.012099207,s9_2,(WMS)2bRAD-M only
Haemophilus_D_sp001815355,0,0.006015764,s9_2,(WMS)2bRAD-M only
Haemophilus_D_sp900756875,0,0.00500897,s9_2,(WMS)2bRAD-M only
Haemophilus_haemolyticus,0,0.001853732,s9_2,(WMS)2bRAD-M only
Haemophilus_seminalis,0.00534859,0,s9_2,(WMS)MPA only
Haemophilus_sp002998595,0,0.004422672,s9_2,(WMS)2bRAD-M only
Hornefia_nodata,0.005933112,0,s9_2,(WMS)MPA only
HOT-345_sp003260355,0.000896078,0.000960346,s9_2,shared
HOT-345_sp013333295,0.001966408,0.001328685,s9_2,shared
HOT-345_sp013333605,0.000225523,0,s9_2,(WMS)MPA only
JABCPE02_sp013333255,0.002303544,0.001903697,s9_2,shared
JABCPG02_sp013333195,0,0.000394055,s9_2,(WMS)2bRAD-M only
JABZIP01_sp015258265,0.003540802,0,s9_2,(WMS)MPA only
Johnsonella_ignava,0.000129979,0.000489795,s9_2,shared
Kingella_A_denitrificans,0,0.000248642,s9_2,(WMS)2bRAD-M only
Lachnoanaerobaculum_sp000287675,7.04E-05,0,s9_2,(WMS)MPA only
Lautropia_dentalis,0.021640326,0.01888173,s9_2,shared
Lautropia_mirabilis,0.054584,0.038107253,s9_2,shared
Lawsonella_clevelandensis_A,0,0.000174323,s9_2,(WMS)2bRAD-M only
Leptotrichia_A_sp000469505,0.000870279,0.001920307,s9_2,shared
Leptotrichia_A_sp001274535,0.001145432,0,s9_2,(WMS)MPA only
Leptotrichia_buccalis,0.002188104,0.001785404,s9_2,shared
Leptotrichia_trevisanii,0,0.001274117,s9_2,(WMS)2bRAD-M only
Mesocricetibacter_sp905373425,0.002434179,0,s9_2,(WMS)MPA only
Mogibacterium_timidum,0.003444384,0.004223856,s9_2,shared
Mycobacterium_tuberculosis,0,5.77E-05,s9_2,(WMS)2bRAD-M only
Nanosyncoccus_sp007845165,1.04E-05,0,s9_2,(WMS)MPA only
Neisseria_cerebrosa,0,0.001274985,s9_2,(WMS)2bRAD-M only
Neisseria_cinerea,0,0.000598412,s9_2,(WMS)2bRAD-M only
Neisseria_elongata,0.003706965,0.00630502,s9_2,shared
Neisseria_flavescens,0,0.001149702,s9_2,(WMS)2bRAD-M only
Neisseria_flavescens_A,0,0.00116319,s9_2,(WMS)2bRAD-M only
Neisseria_flavescens_B,0,0.017871811,s9_2,(WMS)2bRAD-M only
Neisseria_flavescens_C,0,0.002635035,s9_2,(WMS)2bRAD-M only
Neisseria_lactamica_B,0,0.001353803,s9_2,(WMS)2bRAD-M only
Neisseria_macacae,0,0.00253787,s9_2,(WMS)2bRAD-M only
Neisseria_meningitidis,0,0.001407576,s9_2,(WMS)2bRAD-M only
Neisseria_mucosa,0.011890275,0.009686443,s9_2,shared
Neisseria_mucosa_A,0,0.003343143,s9_2,(WMS)2bRAD-M only
Neisseria_perflava,0,0.001937885,s9_2,(WMS)2bRAD-M only
Neisseria_polysaccharea,0,0.000789177,s9_2,(WMS)2bRAD-M only
Neisseria_sicca,0,0.001357768,s9_2,(WMS)2bRAD-M only
Neisseria_sicca_A,0,0.002850346,s9_2,(WMS)2bRAD-M only
Neisseria_sicca_B,0.012669054,0.003469174,s9_2,shared
Neisseria_sicca_C,0,0.00220627,s9_2,(WMS)2bRAD-M only
Neisseria_sicca_D,0,0.003189435,s9_2,(WMS)2bRAD-M only
Neisseria_sicca_E,0,0.000912529,s9_2,(WMS)2bRAD-M only
Neisseria_sp000090875,0.056108218,0.040138867,s9_2,shared
Neisseria_sp000186165,0,0.007705249,s9_2,(WMS)2bRAD-M only
Neisseria_sp000227275,0,0.001849621,s9_2,(WMS)2bRAD-M only
Neisseria_sp001809325,0,0.001922302,s9_2,(WMS)2bRAD-M only
Neisseria_subflava,0,0.015886816,s9_2,(WMS)2bRAD-M only
Neisseria_subflava_A,0,0.030480197,s9_2,(WMS)2bRAD-M only
Neisseria_subflava_C,0.114652582,0.013419033,s9_2,shared
Olsenella_sp001189515,0,0.000120895,s9_2,(WMS)2bRAD-M only
Olsenella_uli,0,0.000279951,s9_2,(WMS)2bRAD-M only
Oribacterium_asaccharolyticum,0,0.000761903,s9_2,(WMS)2bRAD-M only
Oribacterium_sinus,0.000532924,0.002871543,s9_2,shared
Oribacterium_sp013394775,0,0.000258858,s9_2,(WMS)2bRAD-M only
Ottowia_sp001262075,0.000482857,0.000897128,s9_2,shared
Parvimonas_micra,0.002675006,0.003491842,s9_2,shared
Parvimonas_sp015257355,0.000550524,0,s9_2,(WMS)MPA only
